Source,Destination,Weight Function,Path Length,Total Fee,Total Hop Cost,Path
037c7a83b868a8d88ff1ff6ba6b97a98e4aeaa27d47768012d82218c4f6f2d9293,03e478c9db9977928581758456eaa65c2ddbee1eb6184010dbc30fbaaae361ed6b,Eclair,6,128.170000,344.000000,037c7a83b868a8d88ff1ff6ba6b97a98e4aeaa27d47768012d82218c4f6f2d9293 -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 027faad6351fe3fffbe1c3bf6343aad3c467fcf271ec06deec546885f128c42bc8 -> 02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c -> 03120004256bed6a75fe202ce9c16d18486eadcc09f3f5c4268671fdd01edd1b68 -> 02a04446caa81636d60d63b066f2814cbd3a6b5c258e3172cbdded7a16e2cfff4c -> 03e478c9db9977928581758456eaa65c2ddbee1eb6184010dbc30fbaaae361ed6b
037c7a83b868a8d88ff1ff6ba6b97a98e4aeaa27d47768012d82218c4f6f2d9293,03e478c9db9977928581758456eaa65c2ddbee1eb6184010dbc30fbaaae361ed6b,Combined,6,128.170000,344.000000,037c7a83b868a8d88ff1ff6ba6b97a98e4aeaa27d47768012d82218c4f6f2d9293 -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 027faad6351fe3fffbe1c3bf6343aad3c467fcf271ec06deec546885f128c42bc8 -> 02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c -> 03120004256bed6a75fe202ce9c16d18486eadcc09f3f5c4268671fdd01edd1b68 -> 02a04446caa81636d60d63b066f2814cbd3a6b5c258e3172cbdded7a16e2cfff4c -> 03e478c9db9977928581758456eaa65c2ddbee1eb6184010dbc30fbaaae361ed6b
02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27,02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9,LND,7,65.610000,280.000000,02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27 -> 0220df632669ab1d70caa73eaa9d05edee1fcf27419163e0e78d259e4c8e8e9337 -> 03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf -> 0278fd09993d66638de9bd14caed5c3ac5fae9cf7e1f00ba4e925ff94acbd19411 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03640b3403b120a5fb94e175d3942256522268f1059952f1a1969614905e2dc169 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9
02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27,02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9,Eclair,7,65.610000,280.000000,02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27 -> 0220df632669ab1d70caa73eaa9d05edee1fcf27419163e0e78d259e4c8e8e9337 -> 03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf -> 0278fd09993d66638de9bd14caed5c3ac5fae9cf7e1f00ba4e925ff94acbd19411 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03640b3403b120a5fb94e175d3942256522268f1059952f1a1969614905e2dc169 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9
02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27,02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9,Combined,7,65.610000,280.000000,02c7055d45903f20bfcb63d52a01b49dd826ade437c5966308fe4256dde7e7ca27 -> 0220df632669ab1d70caa73eaa9d05edee1fcf27419163e0e78d259e4c8e8e9337 -> 03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf -> 0278fd09993d66638de9bd14caed5c3ac5fae9cf7e1f00ba4e925ff94acbd19411 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03640b3403b120a5fb94e175d3942256522268f1059952f1a1969614905e2dc169 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02fdb8963c464cc9b3845fbd85aa5511f933aef264ccfe1a603c21ba1705748ed9
037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92,0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853,LND,7,9.520000,280.000000,037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92 -> 037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba -> 038187b456d57e98fcdc7f508695b3e52e30bddc29aea0e60779a745b9983fabe4 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02eebab81579456c799bbcc62fce953ca4c3baff91117569427909cb854e25899b -> 03a09f56bba3d2c200cc55eda2f1f069564a97c1fb74345e1560e2868a8ab3d7d0 -> 03f813a3ed2b6b99f1148a45a786b223394baa0a17909bf8de3664622da1ec1128 -> 0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853
037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92,0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853,Eclair,7,9.520000,280.000000,037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92 -> 037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba -> 038187b456d57e98fcdc7f508695b3e52e30bddc29aea0e60779a745b9983fabe4 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02eebab81579456c799bbcc62fce953ca4c3baff91117569427909cb854e25899b -> 03a09f56bba3d2c200cc55eda2f1f069564a97c1fb74345e1560e2868a8ab3d7d0 -> 03f813a3ed2b6b99f1148a45a786b223394baa0a17909bf8de3664622da1ec1128 -> 0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853
037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92,0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853,Combined,7,9.520000,280.000000,037d1aad2b64bff8d0bda9ee6c9b5de9f5e84961e1ebb6e6868403e1c3ce146b92 -> 037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba -> 038187b456d57e98fcdc7f508695b3e52e30bddc29aea0e60779a745b9983fabe4 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02eebab81579456c799bbcc62fce953ca4c3baff91117569427909cb854e25899b -> 03a09f56bba3d2c200cc55eda2f1f069564a97c1fb74345e1560e2868a8ab3d7d0 -> 03f813a3ed2b6b99f1148a45a786b223394baa0a17909bf8de3664622da1ec1128 -> 0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853
03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582,02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710,LND,8,793.219942,528.000000,03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582 -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 036360986f6673fd63711d6153841ae613e040bd1f7d32d648a1befdfc6ce4a702 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 028821ab7aaea32c6a9cfaf6aaed3229db850b14afcb954b0d074cdc93c0e757b9 -> 035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226 -> 02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710
03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582,02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710,Eclair,8,793.219942,528.000000,03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582 -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 036360986f6673fd63711d6153841ae613e040bd1f7d32d648a1befdfc6ce4a702 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 028821ab7aaea32c6a9cfaf6aaed3229db850b14afcb954b0d074cdc93c0e757b9 -> 035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226 -> 02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710
03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582,02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710,Combined,8,793.219942,528.000000,03a787e5a3be4c83517f80971dbe01ed36db6370700a5ce6521e70cf9949a30582 -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 036360986f6673fd63711d6153841ae613e040bd1f7d32d648a1befdfc6ce4a702 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 028821ab7aaea32c6a9cfaf6aaed3229db850b14afcb954b0d074cdc93c0e757b9 -> 035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226 -> 02d642122b89ad29dbc9d09cc2669e4fa4d6c0d15d436a80e40e703a1e6fba0710
028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855,02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1,LND,6,4.333793,240.000000,028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 03390feee209ea18e7dc387be04035508e213e4f4e8c36dc53c337f59ef9273a52 -> 0221a5e214c22c3cce37591838f048932eaaea61b5149d87be6ecd67df5c89aa34 -> 02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1
028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855,02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1,Eclair,6,4.333793,240.000000,028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 03390feee209ea18e7dc387be04035508e213e4f4e8c36dc53c337f59ef9273a52 -> 0221a5e214c22c3cce37591838f048932eaaea61b5149d87be6ecd67df5c89aa34 -> 02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1
028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855,02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1,Combined,6,4.333793,240.000000,028f732adc273f5161ebd4ee9338e1972c28df4361228e0d3eda9bd99df1ce7855 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 03390feee209ea18e7dc387be04035508e213e4f4e8c36dc53c337f59ef9273a52 -> 0221a5e214c22c3cce37591838f048932eaaea61b5149d87be6ecd67df5c89aa34 -> 02e0f1bf49971e629ebaa11adacdc9818b4d2730c872bdbd322c18137e6370bce1
0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82,02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9,LND,7,26.997740,280.000000,0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82 -> 03927834e3fd947359519343f6943294200a2b5b1030eec6ff26c954ebf46ecb76 -> 030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5 -> 031bea0d812673900bb9249eab6dd98aebadd750e22f4f750142e05b0a113aebf0 -> 02bdafc0a837a5151c67bc587b5327d19a8df192488d0d01a5732a4fcf589c8a17 -> 02cf7712c7dfe3576c9b96b5a9b01be67d5a453176949879cecfdcee8b7eb816e5 -> 0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944 -> 02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9
0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82,02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9,Eclair,7,26.997740,280.000000,0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82 -> 03927834e3fd947359519343f6943294200a2b5b1030eec6ff26c954ebf46ecb76 -> 030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5 -> 031bea0d812673900bb9249eab6dd98aebadd750e22f4f750142e05b0a113aebf0 -> 02bdafc0a837a5151c67bc587b5327d19a8df192488d0d01a5732a4fcf589c8a17 -> 02cf7712c7dfe3576c9b96b5a9b01be67d5a453176949879cecfdcee8b7eb816e5 -> 0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944 -> 02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9
0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82,02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9,Combined,7,26.997740,280.000000,0384aabc20947f7d100c1fe06b416eb3a0a01cd76d0fea97cceffdab55330e5e82 -> 03927834e3fd947359519343f6943294200a2b5b1030eec6ff26c954ebf46ecb76 -> 030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5 -> 031bea0d812673900bb9249eab6dd98aebadd750e22f4f750142e05b0a113aebf0 -> 02bdafc0a837a5151c67bc587b5327d19a8df192488d0d01a5732a4fcf589c8a17 -> 02cf7712c7dfe3576c9b96b5a9b01be67d5a453176949879cecfdcee8b7eb816e5 -> 0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944 -> 02979cd2071c306e766ea55fb359a9020f9d47ba2c5d03d6bace71866c0acac0d9
03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364,034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36,LND,8,296.100000,424.000000,03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364 -> 0381de1709efbda38f9afd2d47399caa19a2630c0c795acd24755efa442685fc7d -> 02226715635be023048e9a84765e2455697d4f5476c427a46a50ae0ccccf2df7d3 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36
03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364,034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36,Eclair,8,296.100000,424.000000,03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364 -> 0381de1709efbda38f9afd2d47399caa19a2630c0c795acd24755efa442685fc7d -> 02226715635be023048e9a84765e2455697d4f5476c427a46a50ae0ccccf2df7d3 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36
03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364,034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36,Combined,8,296.100000,424.000000,03f413a65aecb74d307bdeaac5fae58c405b59d3bd7b98b65bc119e01b3b1fe364 -> 0381de1709efbda38f9afd2d47399caa19a2630c0c795acd24755efa442685fc7d -> 02226715635be023048e9a84765e2455697d4f5476c427a46a50ae0ccccf2df7d3 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0359cf30ecfb7b86c46500909a55db2c57d3bff3ee445777e6acdae5791b354291 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 026dcb2fddc6a469cd88ea0f9722c09dbb24712d3c646cd87b3a356fbc59303155 -> 02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3 -> 034192ed6823b8a9b477ee27d021c80e8e84fe8332c0dfd295f5140e08dab30c36
03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1,03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32,LND,6,35.635000,448.000000,03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1 -> 033fa59458e70bb5ba647b4a575ba5bdfda162ed0be75bb524df7f8bd25e3e50de -> 020bfad53c478281289d6e18098d963c1b2e79b8353a687d30a71477724c216fcf -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03031ca488497f11e36a1a81409f7d4fdffcff7e0226e3bd35c2f1774bcf060333 -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32
03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1,03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32,Eclair,6,35.635000,448.000000,03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1 -> 033fa59458e70bb5ba647b4a575ba5bdfda162ed0be75bb524df7f8bd25e3e50de -> 020bfad53c478281289d6e18098d963c1b2e79b8353a687d30a71477724c216fcf -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03031ca488497f11e36a1a81409f7d4fdffcff7e0226e3bd35c2f1774bcf060333 -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32
03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1,03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32,Combined,6,35.635000,448.000000,03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1 -> 033fa59458e70bb5ba647b4a575ba5bdfda162ed0be75bb524df7f8bd25e3e50de -> 020bfad53c478281289d6e18098d963c1b2e79b8353a687d30a71477724c216fcf -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 03031ca488497f11e36a1a81409f7d4fdffcff7e0226e3bd35c2f1774bcf060333 -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 03adf1753bd75845954e42ee00156868cb186e8e7361f1f61bb02f61fcf0dcbb32
03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b,03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac,LND,6,134.502000,344.000000,03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b -> 03c32643b6d52745d106178c020468a8dbe6297b2f2a55e30fcf14f223a2c2cbe2 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02affeb88d46fd887b08570f9aa40d562e7aa3bbaabb74a16aaea1350e0aab6921 -> 03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601 -> 02f44b34a2afb094202a8e184c04c1cf75d8809d77a33ffed68eb3645527057d22 -> 03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac
03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b,03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac,Eclair,6,134.502000,344.000000,03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b -> 03c32643b6d52745d106178c020468a8dbe6297b2f2a55e30fcf14f223a2c2cbe2 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02affeb88d46fd887b08570f9aa40d562e7aa3bbaabb74a16aaea1350e0aab6921 -> 03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601 -> 02f44b34a2afb094202a8e184c04c1cf75d8809d77a33ffed68eb3645527057d22 -> 03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac
03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b,03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac,Combined,6,134.502000,344.000000,03c91650dafc58f35cb862c3e5b67d281b42b2b0f2c36251c017c9aae0821c841b -> 03c32643b6d52745d106178c020468a8dbe6297b2f2a55e30fcf14f223a2c2cbe2 -> 026db2cbf3d8ab4a4c01eed2df432d20cf0a13136402097574209d2595cb9e9d93 -> 02affeb88d46fd887b08570f9aa40d562e7aa3bbaabb74a16aaea1350e0aab6921 -> 03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601 -> 02f44b34a2afb094202a8e184c04c1cf75d8809d77a33ffed68eb3645527057d22 -> 03e35ee975656cc8ad8ea70915cf93fcca2b3ccd23709863fd00bca51b4a4c86ac
